subject_id,minute,mean_rr_sec,median_rr_sec,mean_hr_bpm,median_hr_bpm,sdnn_sec,rmssd_sec,pnn50,cv_rr,n_rr_total,n_rr_valid,rr_invalid_fraction,feature_valid
a09,0,0.9055384615384615,0.9000000000000057,66.25891946992864,66.66666666666625,0.010757376717683514,0.010606601717798743,0.0,0.011879535960744621,65,65,0.0,1
a09,1,0.9404761904761904,0.9399999999999977,63.797468354430386,63.829787234042705,0.015598652901781387,0.013075463354524988,0.0,0.016585909414552364,63,63,0.0,1
a09,2,0.8702898550724639,0.8799999999999955,68.94254787676935,68.18181818181853,0.04277062675731904,0.03173882387827672,0.08823529411764706,0.049145266382265,69,69,0.0,1
a09,3,0.9142424242424243,0.9050000000000153,65.62810739144845,66.29834254143535,0.0908601733190679,0.028527988955516982,0.09230769230769231,0.0993830202031568,66,66,0.0,1
a09,4,0.9010447761194026,0.8899999999999864,66.58936557892996,67.41573033707968,0.027199282987329668,0.010224747162908342,0.0,0.03018638330546776,67,67,0.0,1
a09,5,0.8940298507462692,0.8999999999999773,67.11185308848076,66.66666666666835,0.025764651700540316,0.012309149097937473,0.0,0.02881855866337563,67,67,0.0,1
a09,6,0.8774999999999994,0.8799999999999955,68.37606837606842,68.18181818181853,0.028670802663565663,0.0119076044936019,0.0,0.03267327938867884,68,68,0.0,1
a09,7,0.9054545454545462,0.8999999999999773,66.2650602409638,66.66666666666835,0.036676625051588266,0.04186057443833924,0.046153846153846156,0.04050631280797898,66,66,0.0,1
a09,8,0.9354687500000001,0.9399999999999409,64.13896776348756,63.82978723404657,0.011674104771768525,0.009999999999999927,0.0,0.012479417160400628,64,64,0.0,1
a09,9,0.9178787878787867,0.9199999999999591,65.3681082865633,65.21739130435073,0.025450715662604702,0.01335894975141624,0.0,0.027727752290061282,66,66,0.0,1
a09,10,0.9256923076923088,0.9200000000000728,64.81635366461684,65.21739130434267,0.045413696680117396,0.01832859787324746,0.015625,0.04905917042060208,65,65,0.0,1
