subject_id,minute,mean_rr_sec,median_rr_sec,mean_hr_bpm,median_hr_bpm,sdnn_sec,rmssd_sec,pnn50,cv_rr,n_rr_total,n_rr_valid,rr_invalid_fraction,feature_valid
c06,0,1.042142857142857,1.1,57.57368060315285,54.54545454545454,0.24470920988511496,0.32520762598684494,0.7636363636363637,0.23481349817625838,56,56,0.0,1
c06,1,1.156923076923077,1.1700000000000017,51.861702127659576,51.282051282051206,0.24845040110644764,0.2721879396847031,0.6470588235294118,0.21475101159466883,52,52,0.0,1
c06,2,1.069107142857143,1.049999999999983,56.1215967930516,57.14285714285807,0.1412448137192922,0.17750288089851649,0.6727272727272727,0.13211474141106333,56,56,0.0,1
c06,3,0.9007575757575755,0.9899999999999949,66.61059714045417,60.60606060606092,0.3198908977763941,0.38576397726310496,0.8307692307692308,0.3551353953446933,66,66,0.0,1
c06,4,1.1325000000000003,1.125,52.98013245033111,53.333333333333336,0.3495065646159937,0.40944888215351666,0.7741935483870968,0.3086150680935926,42,32,0.23809523809523814,1
c06,5,1.0650877192982453,1.0699999999999932,56.33338823916984,56.07476635514055,0.07423713950715961,0.0668420312592113,0.44642857142857145,0.0697004933603706,57,57,0.0,1
c06,6,1.0334482758620689,1.0299999999999727,58.058058058058066,58.252427184467564,0.07955030901034595,0.1015666750153994,0.15789473684210525,0.0769756076509854,58,58,0.0,1
c06,7,1.0708928571428575,1.080000000000041,56.028014007003485,55.55555555555345,0.07746616353935987,0.08031755157442155,0.23636363636363636,0.07233792159753462,56,56,0.0,1
c06,8,1.0253448275862065,1.0249999999999773,58.51689927694638,58.536585365854954,0.057711184030916345,0.05528236925889934,0.38596491228070173,0.05628465905150747,58,58,0.0,1
c06,9,0.9859016393442621,0.9900000000000091,60.85799800465581,60.60606060606005,0.07239652498980806,0.07563068160473523,0.2833333333333333,0.07343179288956256,61,61,0.0,1
c06,10,0.8965671641791052,0.9599999999999227,66.92192442150818,62.50000000000503,0.18067677685123698,0.06948948034622282,0.3787878787878788,0.20152062675266968,67,67,0.0,1
c06,11,0.9580952380952383,0.9600000000000364,62.62425447316102,62.499999999997634,0.05647886109999122,0.03616717456658008,0.16129032258064516,0.05894910949800275,63,63,0.0,1
c06,12,0.9585483870967734,0.9600000000000364,62.59464916708738,62.499999999997634,0.033380409204612715,0.026826705558967476,0.03278688524590164,0.03482391672027579,62,62,0.0,1
c06,13,0.9434374999999999,0.9400000000000546,63.59721762172905,63.82978723403885,0.028296544743916463,0.023059619072005568,0.015873015873015872,0.029993025233697478,64,64,0.0,1
c06,14,0.9345312500000009,0.9399999999999977,64.20331048319673,63.829787234042705,0.0201525678776617,0.02748737083746546,0.07936507936507936,0.02156435954138685,64,64,0.0,1
c06,15,0.9215384615384612,0.9200000000000728,65.10851419031722,65.21739130434267,0.021811032846848273,0.02586020108197958,0.015625,0.02366806569357493,65,65,0.0,1
c06,16,0.9200000000000004,0.9249999999999545,65.2173913043478,64.86486486486805,0.029351975428216215,0.03599145197661019,0.13846153846153847,0.03190432111762631,66,66,0.0,1
c06,17,0.9081538461538458,0.9099999999998545,66.06810096561074,65.93406593407647,0.029309357917540645,0.03077133406271899,0.046875,0.03227356030222163,65,65,0.0,1
c06,18,0.9025373134328363,0.900000000000091,66.47924590706133,66.66666666665994,0.056684755141056184,0.04157869501066172,0.22727272727272727,0.06280599627006388,67,67,0.0,1
c06,19,0.9183076923076932,0.9200000000000728,65.33757748366554,65.21739130434267,0.03054552088529092,0.03583817796705793,0.125,0.03326283896036033,65,65,0.0,1
c06,20,0.9193939393939369,0.9149999999999636,65.26038233355324,65.57377049180589,0.03598627036819035,0.035169917215216256,0.13846153846153847,0.039141296049778666,66,66,0.0,1
c06,21,0.8914925373134331,0.8999999999998636,67.30286288297336,66.66666666667678,0.05003797743602418,0.04682333010820175,0.22727272727272727,0.05612831890530084,67,67,0.0,1
c06,22,0.8880882352941191,0.8899999999999864,67.56085444610024,67.41573033707968,0.027331975311920383,0.028858895004747247,0.08955223880597014,0.03077619342955097,68,68,0.0,1
c06,23,0.9006060606060614,0.9099999999998545,66.62180349932699,65.93406593407647,0.02913516447279704,0.028120619316941653,0.06153846153846154,0.03235062004045429,66,66,0.0,1
c06,24,0.8867647058823522,0.8899999999998727,67.66169154228861,67.41573033708829,0.04375785392940827,0.03549227370193003,0.19402985074626866,0.04934550691873574,68,68,0.0,1
c06,25,0.8802941176470573,0.8899999999998727,68.15903775476123,67.41573033708829,0.035025389010405875,0.037595649160834674,0.208955223880597,0.03978828019892421,68,68,0.0,1
